dt,board,state,action,price,nav,expressed,bull,bear,mixed,bull_frac,trigger,gaps
2026-02-13 15:00:00+08:00,short,L,hold,4082.073,1.038031,7,6,1,0,0.8571,True,0
2026-02-24 09:30:00+08:00,short,L,hold,4129.134,1.049998,6,5,1,1,0.8333,True,0
2026-02-24 10:00:00+08:00,short,L,hold,4109.701,1.045056,7,6,1,1,0.8571,True,0
2026-02-24 10:30:00+08:00,short,L,hold,4122.627,1.048343,7,6,1,1,0.8571,True,0
2026-02-24 11:00:00+08:00,short,L,hold,4125.33,1.049031,7,6,1,1,0.8571,True,0
2026-02-24 11:30:00+08:00,short,L,hold,4129.779,1.050162,7,6,1,1,0.8571,True,0
2026-02-24 13:00:00+08:00,short,L,hold,4129.823,1.050173,9,7,2,1,0.7778,True,0
2026-02-24 13:30:00+08:00,short,L,hold,4120.377,1.047771,9,7,2,1,0.7778,True,0
2026-02-24 14:00:00+08:00,short,L,hold,4118.244,1.047229,9,7,2,1,0.7778,True,0
2026-02-24 14:30:00+08:00,short,L,hold,4118.622,1.047325,9,7,2,1,0.7778,True,0
2026-02-24 15:00:00+08:00,short,L,hold,4117.409,1.047017,9,7,2,1,0.7778,True,0
2026-02-25 09:30:00+08:00,short,F,sell,4123.781,1.048637,5,2,3,0,0.4,False,0
2026-02-25 10:00:00+08:00,short,F,hold,4138.661,1.048637,5,2,3,0,0.4,False,0
2026-02-25 10:30:00+08:00,short,F,hold,4147.876,1.048637,6,3,3,0,0.5,False,0
2026-02-25 11:00:00+08:00,short,F,hold,4160.452,1.048637,6,3,3,0,0.5,False,0
2026-02-25 11:30:00+08:00,short,F,hold,4166.718,1.048637,6,3,3,0,0.5,False,0
2026-02-25 13:00:00+08:00,short,F,hold,4167.193,1.048637,6,3,3,0,0.5,False,0
2026-02-25 13:30:00+08:00,short,F,hold,4157.972,1.048637,6,3,3,0,0.5,False,0
2026-02-25 14:00:00+08:00,short,F,hold,4152.963,1.048637,6,3,3,0,0.5,False,0
2026-02-25 14:30:00+08:00,short,F,hold,4136.388,1.048637,6,3,3,0,0.5,False,0
2026-02-25 15:00:00+08:00,short,F,hold,4147.23,1.048637,6,3,3,0,0.5,False,0
2026-02-26 09:30:00+08:00,short,F,hold,4151.068,1.048637,3,1,2,0,0.3333,False,0
2026-02-26 10:00:00+08:00,short,F,hold,4144.384,1.048637,3,1,2,0,0.3333,False,0
2026-02-26 10:30:00+08:00,short,F,hold,4128.012,1.048637,3,1,2,0,0.3333,False,0
2026-02-26 11:00:00+08:00,short,F,hold,4133.082,1.048637,3,1,2,0,0.3333,False,0
2026-02-26 11:30:00+08:00,short,F,hold,4144.084,1.048637,3,1,2,0,0.3333,False,0
2026-02-26 13:00:00+08:00,short,F,hold,4144.41,1.048637,3,1,2,0,0.3333,False,0
2026-02-26 13:30:00+08:00,short,F,hold,4149.311,1.048637,3,1,2,0,0.3333,False,0
2026-02-26 14:00:00+08:00,short,F,hold,4140.949,1.048637,3,1,2,0,0.3333,False,0
2026-02-26 14:30:00+08:00,short,F,hold,4140.077,1.048637,3,1,2,0,0.3333,False,0
2026-02-26 15:00:00+08:00,short,F,hold,4146.631,1.048637,3,1,2,0,0.3333,False,0
2026-02-27 09:30:00+08:00,short,L,buy,4128.897,1.048637,4,3,1,0,0.75,True,0
2026-02-27 10:00:00+08:00,short,L,hold,4149.726,1.053927,4,3,1,0,0.75,True,0
2026-02-27 10:30:00+08:00,short,F,sell,4146.851,1.053197,5,3,2,0,0.6,False,0
2026-02-27 11:00:00+08:00,short,F,hold,4144.065,1.053197,5,3,2,0,0.6,False,0
2026-02-27 11:30:00+08:00,short,F,hold,4139.526,1.053197,5,3,2,0,0.6,False,0
2026-02-27 13:00:00+08:00,short,F,hold,4140.267,1.053197,5,3,2,0,0.6,False,0
2026-02-27 13:30:00+08:00,short,F,hold,4159.089,1.053197,5,3,2,0,0.6,False,0
2026-02-27 14:00:00+08:00,short,F,hold,4158.774,1.053197,5,3,2,0,0.6,False,0
2026-02-27 14:30:00+08:00,short,F,hold,4159.354,1.053197,5,3,2,0,0.6,False,0
2026-02-27 15:00:00+08:00,short,F,hold,4162.882,1.053197,5,3,2,0,0.6,False,0
2026-03-02 09:30:00+08:00,short,F,hold,4151.801,1.053197,3,1,2,0,0.3333,False,0
2026-03-02 10:00:00+08:00,short,F,hold,4170.828,1.053197,3,1,2,0,0.3333,False,0
2026-03-02 10:30:00+08:00,short,F,hold,4141.432,1.053197,3,1,2,0,0.3333,False,0
2026-03-02 11:00:00+08:00,short,F,hold,4157.452,1.053197,3,1,2,0,0.3333,False,0
2026-03-02 11:30:00+08:00,short,F,hold,4163.008,1.053197,3,1,2,0,0.3333,False,0
